	LIN_head	MAS_head	BB_forelimb	DAP_forelimb	DSP_forelimb	EDC_forelimb	EDL-F_forelimb	FDP-F_forelimb	FDS-F_forelimb	ISP_forelimb	SSP_forelimb	SUB_forelimb	TB-LA_forelimb	TB-LO_forelimb	TB-M_forelimb	TM_forelimb	BRA_trunk	LD_trunk	LDM_trunk	OEA_trunk	PP_trunk	PS_trunk	RA_trunk	RHO_trunk	SP_trunk	TA_trunk	TRC_trunk	ADD_hindlimb	BF_hindlimb	EDL-H_hindlimb	FDP-H_hindlimb	FDS-H_hindlimb	GAS-L_hindlimb	GAS-M_hindlimb	GM_hindlimb	GRA_hindlimb	PM_hindlimb	RF_hindlimb	SAR_hindlimb	SM_hindlimb	SOL_hindlimb	ST_hindlimb	TFL_hindlimb	TIC_hindlimb	VI_hindlimb	VL_hindlimb	VM_hindlimb	Left_Atrium	Left_Ventricle	Right_Atrium	Right_Ventricle
SSP_forelimb	29	11	8	5	8	6	7	5	11	0	0	2	8	2	1	0	7	15	18	18	3	23	15	7	8	16	9	14	9	15	17	5	12	13	23	14	20	2	17	21	15	11	33	24	1	8	2	180	188	192	164
SUB_forelimb	30	10	2	0	0	2	1	0	3	0	3	0	8	0	1	0	0	6	8	14	1	10	8	3	2	15	3	4	8	5	5	4	15	11	19	2	8	1	1	8	15	6	2	6	1	3	1	153	162	171	153
TB-LA_forelimb	25	20	1	59	20	7	8	7	2	2	15	14	0	1	0	8	17	1	3	11	10	1	11	1	19	6	1	84	21	6	47	83	2	97	2	72	3	16	22	1	7	3	29	118	64	10	8	166	152	157	151
TB-LO_forelimb	38	13	2	5	4	0	1	2	2	0	1	2	0	0	0	1	6	3	7	19	1	6	13	4	5	6	2	3	5	3	4	3	4	12	4	6	10	2	6	6	12	5	8	11	1	3	1	168	186	180	179
TB-M_forelimb	17	5	2	3	4	1	1	1	2	0	1	2	0	0	0	1	1	3	4	7	3	7	13	3	4	6	5	7	4	3	15	9	4	24	5	5	6	1	8	5	5	6	8	16	1	2	2	130	153	158	144
TM_forelimb	26	9	2	0	0	2	2	0	3	0	0	0	2	0	0	0	0	4	5	13	0	7	9	2	0	8	2	5	6	4	4	4	11	11	9	3	10	1	3	9	11	7	2	6	1	2	2	155	157	191	149
BRA_trunk	29	13	3	0	0	1	0	0	4	0	13	0	3	1	1	0	0	4	4	7	0	7	8	1	0	6	1	5	8	5	9	8	13	12	14	3	8	1	2	10	12	7	2	6	5	3	4	155	164	157	141
LD_trunk	27	7	0	56	8	11	15	9	1	7	19	12	0	4	0	8	10	0	1	4	1	1	4	0	5	2	0	79	20	11	50	78	6	95	4	56	5	16	12	4	10	2	13	109	63	13	15	131	143	118	125
LDM_trunk	21	11	3	4	1	3	1	1	2	0	15	2	0	0	0	1	1	0	0	4	0	0	5	0	0	3	0	0	2	3	1	3	4	16	1	2	2	0	1	0	13	2	1	7	6	0	1	106	137	144	140
OEA_trunk	26	15	3	76	40	41	50	36	4	38	24	31	1	10	1	33	26	3	9	0	19	7	0	0	38	0	0	111	59	43	85	122	7	132	3	87	1	32	41	0	6	1	46	131	92	32	39	146	164	149	157
PP_trunk	22	10	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	2	3	0	3	2	1	0	3	1	2	3	5	0	4	7	4	7	0	5	1	2	4	5	4	2	6	1	2	3	131	148	139	146
PS_trunk	24	18	1	56	21	20	14	14	3	10	27	19	0	5	2	15	24	0	0	3	7	0	4	0	11	2	0	81	24	13	47	83	1	86	2	62	3	13	20	2	12	1	24	109	80	12	19	133	137	133	131
RA_trunk	28	16	0	16	2	7	5	2	4	1	12	0	1	0	0	1	1	2	4	0	1	2	0	0	2	0	3	45	6	4	28	42	3	41	8	17	2	0	2	2	11	1	6	68	21	1	1	142	151	170	138
RHO_trunk	22	7	0	67	13	21	13	11	4	14	10	12	2	1	0	15	10	1	0	3	8	1	4	0	10	3	0	94	35	5	54	80	4	92	4	70	4	24	17	0	10	0	9	109	70	3	10	127	129	119	116
SP_trunk	39	16	7	1	1	2	2	2	3	0	4	1	0	0	0	0	0	1	2	9	0	3	5	1	0	5	1	3	5	5	15	5	7	8	6	5	8	2	5	5	16	4	3	5	1	2	2	168	182	194	179
TA_trunk	28	11	1	89	41	60	61	47	2	55	34	37	2	8	0	37	35	1	1	0	27	5	1	1	41	0	0	118	54	47	101	126	4	149	2	104	3	32	45	0	8	1	66	142	100	40	37	151	153	169	154
TRC_trunk	27	13	1	61	23	18	19	14	2	18	21	16	1	4	2	15	19	0	1	3	7	1	7	0	13	3	0	91	26	23	51	85	2	99	4	71	4	18	29	0	8	1	20	125	72	12	17	131	150	127	133
ADD_hindlimb	67	39	15	3	4	2	1	2	15	0	4	2	8	1	0	1	6	17	5	32	1	15	15	13	1	16	19	0	2	1	2	0	10	0	11	2	26	0	3	7	33	6	3	5	2	0	0	211	215	223	198
BF_hindlimb	25	12	4	3	2	3	0	3	4	0	1	1	2	0	0	0	2	3	3	9	1	6	2	2	1	6	3	0	0	1	4	1	1	4	2	1	7	0	4	0	6	3	7	1	1	0	0	142	149	161	158
EDL-H_hindlimb	40	20	1	3	3	0	0	0	1	0	10	1	2	0	0	1	3	9	8	17	2	6	11	4	3	14	7	4	5	0	1	1	2	10	6	1	9	0	3	3	8	3	3	0	0	0	0	158	199	180	195
FDP-H_hindlimb	37	21	7	5	7	0	0	2	9	0	6	1	8	1	2	2	9	21	4	31	1	22	14	10	9	33	17	5	4	0	0	0	7	0	19	2	28	0	5	23	45	8	9	1	1	5	0	127	157	173	153
FDS-H_hindlimb	50	36	7	2	4	0	0	0	7	1	5	2	10	1	1	2	4	21	8	27	1	21	15	11	4	16	18	2	2	0	0	0	13	2	20	1	24	1	4	16	27	8	7	0	0	2	0	192	197	210	188
GAS-L_hindlimb	24	18	0	79	53	33	35	39	1	25	30	29	0	8	0	33	49	5	10	6	29	3	5	1	45	4	1	104	43	28	59	95	0	113	0	82	5	29	53	0	3	1	64	126	79	29	45	165	182	178	179
GAS-M_hindlimb	47	33	37	15	15	1	3	6	35	1	2	4	34	9	4	7	17	45	30	46	4	44	20	32	11	45	31	7	6	8	1	0	23	0	58	16	42	2	22	53	50	33	26	6	1	11	0	186	203	202	203
GM_hindlimb	28	26	3	75	42	45	49	38	7	43	39	26	0	8	0	30	27	3	4	8	19	2	11	1	35	4	2	98	40	27	74	92	1	133	0	90	1	30	34	0	2	1	46	144	84	14	34	145	152	148	150
GRA_hindlimb	71	57	6	0	1	0	1	0	2	1	13	1	8	3	1	0	4	11	4	28	0	4	15	10	0	14	8	0	6	1	3	1	7	9	13	0	33	0	0	7	30	8	3	2	8	0	2	214	211	211	208
PM_hindlimb	29	10	4	95	56	67	77	55	11	68	53	46	1	21	2	45	46	5	15	6	39	9	7	3	59	4	5	123	72	48	94	127	6	155	1	100	0	38	53	1	5	1	52	155	98	43	47	159	159	172	148
RF_hindlimb	36	13	0	1	2	0	0	0	1	0	3	0	3	0	0	0	1	6	3	13	1	5	10	3	2	7	5	1	3	1	1	0	4	8	4	1	7	0	1	2	11	4	1	1	0	0	0	155	162	167	157
SAR_hindlimb	37	22	0	0	0	0	0	0	4	1	18	0	7	1	3	0	0	2	3	15	0	5	9	3	3	9	8	3	7	2	6	3	8	10	7	0	7	0	0	6	18	3	0	2	7	1	0	176	180	185	175
SM_hindlimb	32	16	2	79	41	53	55	38	2	43	36	32	0	11	0	29	29	3	0	3	29	3	10	0	39	2	0	106	51	29	77	120	1	141	0	94	2	36	42	0	3	0	43	128	109	32	40	152	163	158	161
SOL_hindlimb	31	18	3	91	62	59	63	58	3	64	49	50	4	24	2	58	50	14	41	8	41	18	18	6	73	9	6	131	72	51	104	130	3	154	7	121	6	53	71	7	0	2	75	131	109	61	66	169	167	154	151
ST_hindlimb	16	9	1	70	39	55	49	45	0	39	35	30	0	12	0	39	33	2	9	3	25	2	5	0	41	1	0	102	55	42	72	103	0	123	1	89	0	37	49	0	2	0	45	126	85	43	44	127	146	140	141
TFL_hindlimb	38	18	3	0	0	2	1	1	7	1	20	0	1	0	0	0	0	1	0	8	0	2	5	1	1	7	1	0	8	3	7	2	7	8	6	2	3	0	1	4	16	0	0	4	3	0	3	150	180	186	166
TIC_hindlimb	72	47	17	0	2	1	1	5	15	1	17	2	27	6	3	4	1	22	11	28	2	37	24	28	6	36	37	9	9	0	5	5	25	5	51	5	29	1	5	31	13	21	6	0	5	4	4	211	210	213	204
VI_hindlimb	40	19	10	2	3	1	3	2	11	0	0	1	9	0	0	0	2	18	10	23	1	22	5	11	2	18	13	2	2	1	2	0	16	2	20	4	14	0	4	20	14	9	5	2	0	0	0	188	186	187	185
VL_hindlimb	35	12	2	2	1	1	0	1	3	0	5	0	2	0	0	0	1	6	2	14	2	3	12	1	1	9	2	0	1	1	5	1	6	3	1	3	4	0	3	1	11	5	1	2	0	0	0	157	184	180	173
VM_hindlimb	21	13	2	4	3	0	1	1	3	0	0	1	3	0	1	0	1	8	8	8	2	12	4	4	1	9	5	1	2	1	0	0	7	0	5	3	5	0	2	10	10	3	3	3	0	1	0	156	159	166	154
Left_Atrium	85	111	92	189	144	149	140	141	88	136	154	135	110	114	88	134	133	113	91	104	122	111	102	96	155	104	107	208	166	144	124	199	117	220	117	197	96	133	157	111	117	82	137	219	186	148	128	0	40	4	30
Left_Ventricle	101	116	113	204	183	188	178	168	106	173	169	157	112	167	129	173	161	134	157	140	156	138	136	131	195	140	130	233	193	174	179	232	122	244	126	208	111	174	179	138	120	118	186	237	220	179	183	62	0	60	0
Right_Atrium	111	125	119	232	205	199	184	191	122	190	192	188	128	176	137	202	179	150	168	151	168	140	158	128	214	156	132	255	207	199	179	238	150	246	151	217	142	195	206	145	132	130	217	256	237	203	217	8	60	0	51
Right_Ventricle	95	109	102	204	183	193	191	181	114	187	186	171	114	176	127	176	169	127	153	134	168	123	145	115	199	137	128	244	194	181	183	250	124	251	139	228	112	184	192	123	118	117	187	259	223	198	186	42	0	46	0
